metricId;metricName;salesForceName;siteName;dateTime;value;referenceValue
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:00:00;79;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:10:00;86;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:20:00;81;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:30:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:40:00;77;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 00:50:00;75;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:00:00;73;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:10:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:20:00;71;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:30:00;80;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:40:00;70;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 01:50:00;73;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:00:00;70;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:10:00;70;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:20:00;77;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:30:00;69;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:40:00;71;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 02:50:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:00:00;81;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:10:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:20:00;70;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:30:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:40:00;80;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 03:50:00;77;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:00:00;76;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:10:00;81;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:20:00;79;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:30:00;77;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:40:00;82;0
60130;MO1318 | Real Consumption | Electricity | Meter 0;MO1318;LECOURBE;03/01/2023 04:50:00;76;0
