metricId;metricName;salesForceName;siteName;dateTime;value;referenceValue
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 01:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:00;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:05;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:10;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:15;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:20;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:25;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 02:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:00;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:05;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:10;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:15;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:20;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:25;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 03:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:00;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:05;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:10;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:15;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:20;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:25;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 04:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:00;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:05;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:10;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:15;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:20;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:25;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 05:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:00;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:05;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:10;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:15;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:20;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:25;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:30;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:35;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:40;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:45;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:50;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 06:55;5;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:00;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:05;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:10;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:15;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:20;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:25;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:30;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:35;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:40;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:45;3;0
213080;LIGHT General Preset 6;COLEX2063;Pereira Victoria - Exito;07/01/2023 07:50;3;0
